0	0	483
0	40000	94
40000	40000	186
0	80000	25
40000	80000	38
80000	80000	157
0	120000	20
40000	120000	24
80000	120000	51
120000	120000	340
0	160000	18
40000	160000	20
80000	160000	23
120000	160000	467
160000	160000	392
0	200000	8
40000	200000	14
80000	200000	14
120000	200000	78
160000	200000	126
200000	200000	323
0	240000	8
40000	240000	6
80000	240000	5
120000	240000	28
160000	240000	43
200000	240000	79
240000	240000	262
0	280000	7
40000	280000	12
80000	280000	6
120000	280000	25
160000	280000	30
200000	280000	30
240000	280000	137
280000	280000	235
0	320000	8
40000	320000	4
80000	320000	6
120000	320000	8
160000	320000	15
200000	320000	12
240000	320000	23
280000	320000	47
320000	320000	148
0	360000	8
40000	360000	5
80000	360000	11
120000	360000	17
160000	360000	21
200000	360000	13
240000	360000	19
280000	360000	32
320000	360000	69
360000	360000	335
0	400000	6
40000	400000	3
80000	400000	2
120000	400000	12
160000	400000	5
200000	400000	10
240000	400000	8
280000	400000	11
320000	400000	11
360000	400000	65
400000	400000	162
0	440000	2
40000	440000	0
80000	440000	3
120000	440000	3
160000	440000	5
200000	440000	1
240000	440000	6
280000	440000	7
320000	440000	5
360000	440000	28
400000	440000	88
440000	440000	390
0	480000	5
40000	480000	1
80000	480000	4
120000	480000	3
160000	480000	1
200000	480000	4
240000	480000	6
280000	480000	7
320000	480000	12
360000	480000	18
400000	480000	33
440000	480000	57
480000	480000	343
0	520000	2
40000	520000	4
80000	520000	4
120000	520000	13
160000	520000	3
200000	520000	1
240000	520000	1
280000	520000	3
320000	520000	7
360000	520000	19
400000	520000	48
440000	520000	61
480000	520000	163
520000	520000	395
0	560000	8
40000	560000	3
80000	560000	3
120000	560000	6
160000	560000	6
200000	560000	4
240000	560000	5
280000	560000	6
320000	560000	7
360000	560000	16
400000	560000	34
440000	560000	37
480000	560000	54
520000	560000	80
560000	560000	457
0	600000	3
40000	600000	1
80000	600000	5
120000	600000	6
160000	600000	4
200000	600000	5
240000	600000	5
280000	600000	5
320000	600000	4
360000	600000	11
400000	600000	18
440000	600000	30
480000	600000	37
520000	600000	48
560000	600000	142
600000	600000	344
0	640000	6
40000	640000	1
80000	640000	1
120000	640000	4
160000	640000	2
200000	640000	1
240000	640000	5
280000	640000	5
320000	640000	7
360000	640000	13
400000	640000	22
440000	640000	23
480000	640000	17
520000	640000	36
560000	640000	51
600000	640000	100
640000	640000	272
0	680000	2
40000	680000	3
80000	680000	3
120000	680000	5
160000	680000	5
200000	680000	2
240000	680000	5
280000	680000	5
320000	680000	4
360000	680000	7
400000	680000	20
440000	680000	28
480000	680000	24
520000	680000	33
560000	680000	51
600000	680000	62
640000	680000	100
680000	680000	343
0	720000	2
40000	720000	1
80000	720000	1
120000	720000	1
160000	720000	2
200000	720000	0
240000	720000	4
280000	720000	3
320000	720000	3
360000	720000	9
400000	720000	17
440000	720000	40
480000	720000	22
520000	720000	43
560000	720000	44
600000	720000	31
640000	720000	26
680000	720000	91
720000	720000	376
0	760000	3
40000	760000	0
80000	760000	1
120000	760000	4
160000	760000	1
200000	760000	0
240000	760000	7
280000	760000	2
320000	760000	3
360000	760000	8
400000	760000	14
440000	760000	28
480000	760000	26
520000	760000	34
560000	760000	28
600000	760000	32
640000	760000	22
680000	760000	41
720000	760000	91
760000	760000	377
0	800000	4
40000	800000	1
80000	800000	5
120000	800000	5
160000	800000	4
200000	800000	4
240000	800000	3
280000	800000	6
320000	800000	8
360000	800000	18
400000	800000	13
